group,old_key,old_text
lotr.achievement,lotr.achievement.enterLongMarshes.desc,Enter the Long Marshes
lotr.achievement,lotr.achievement.enterEastBight.title,Axes of Old
lotr.achievement,lotr.achievement.enterEastBight.desc,Enter the East Bight
lotr.achievement,lotr.achievement.killMirkwoodSpider.title,Pest Control
lotr.achievement,lotr.achievement.killMirkwoodSpider.desc,Kill a Mirkwood Spider
lotr.achievement,lotr.achievement.killWoodElf.title,Wood-elf Slayer
lotr.achievement,lotr.achievement.killWoodElf.desc,Kill a wood-elf
lotr.achievement,lotr.achievement.useWoodElvenTable.title,Wood-elven Crafter
lotr.achievement,lotr.achievement.useWoodElvenTable.desc,Craft an item on the Wood-elven Crafting Table
lotr.achievement,lotr.achievement.wearFullWoodElvenScout.title,Camouflaged
lotr.achievement,lotr.achievement.wearFullWoodElvenScout.desc,Equip a full suit of Wood-elven Scout armor
lotr.achievement,lotr.achievement.tradeWoodElfCaptain.title,Defender of Mirkwood
lotr.achievement,lotr.achievement.tradeWoodElfCaptain.desc,Hire a unit from a Wood-elf Captain
lotr.achievement,lotr.achievement.rideBarrelMirkwood.title,Out of Bond
lotr.achievement,lotr.achievement.rideBarrelMirkwood.desc,Ride a barrel through the rivers of Mirkwood
lotr.achievement,lotr.achievement.enterMirkwood.title,Stay on the Path!
lotr.achievement,lotr.achievement.enterMirkwood.desc,Enter the forest of Mirkwood
lotr.achievement,lotr.achievement.enterWoodlandRealm.title,Guest of the Elvenking
lotr.achievement,lotr.achievement.enterWoodlandRealm.desc,Enter the Woodland Realm
lotr.achievement,lotr.achievement.wearFullWoodElven.title,Captain of the Guard
lotr.achievement,lotr.achievement.wearFullWoodElven.desc,Equip a full suit of Wood-elven armor
lotr.achievement,lotr.achievement.enterDolGuldur.title,Hill of Sorcery
lotr.achievement,lotr.achievement.enterDolGuldur.desc,Enter the region of Dol Guldur
lotr.achievement,lotr.achievement.killDolGuldurOrc.title,Dol Guldur Orc Slayer
lotr.achievement,lotr.achievement.killDolGuldurOrc.desc,Kill an Orc of Dol Guldur
lotr.achievement,lotr.achievement.useDolGuldurTable.title,Necromancer
lotr.achievement,lotr.achievement.useDolGuldurTable.desc,Craft an item on the Dol Guldur Crafting Table
lotr.achievement,lotr.achievement.tradeDolGuldurCaptain.title,Foul Creatures
lotr.achievement,lotr.achievement.tradeDolGuldurCaptain.desc,Hire a unit from a Dol Guldur Orc Chieftain
lotr.achievement,lotr.achievement.killMirkTroll.title,Mirk-troll Slayer
lotr.achievement,lotr.achievement.killMirkTroll.desc,Kill a Mirk-troll
lotr.achievement,lotr.achievement.wearFullDolGuldur.title,The Corrupt
lotr.achievement,lotr.achievement.wearFullDolGuldur.desc,Equip a full suit of Dol Guldur armor
lotr.achievement,lotr.achievement.doMiniquestWoodElf.title,Trust of the Elves
lotr.achievement,lotr.achievement.doMiniquestWoodElf.desc,Complete a Wood-elf mini-quest
lotr.achievement,lotr.achievement.doMiniquestDolGuldur.title,Spider Spawn
lotr.achievement,lotr.achievement.doMiniquestDolGuldur.desc,Complete a Dol Guldur mini-quest
lotr.achievement,lotr.achievement.tradeDolGuldurTrader.title,Sorcerous Dealings
lotr.achievement,lotr.achievement.tradeDolGuldurTrader.desc,Trade with a Dol Guldur Orc Trader
lotr.achievement,lotr.achievement.tradeWoodElfSmith.title,Woodland Forge
lotr.achievement,lotr.achievement.tradeWoodElfSmith.desc,Buy an item from a Wood-elf Smith
lotr.achievement,lotr.achievement.enterDale.title,Kingdom of the Northmen
lotr.achievement,lotr.achievement.enterDale.desc,Enter the land of Dale
lotr.achievement,lotr.achievement.doMiniquestDale.title,Deeds of Dale
lotr.achievement,lotr.achievement.doMiniquestDale.desc,Complete a Dale mini-quest
lotr.achievement,lotr.achievement.useDaleTable.title,Dalish Crafter
lotr.achievement,lotr.achievement.useDaleTable.desc,Craft an item on the Dalish Crafting Table
lotr.achievement,lotr.achievement.wearFullDale.title,For the North!
lotr.achievement,lotr.achievement.wearFullDale.desc,Equip a full suit of Dalish armor
lotr.achievement,lotr.achievement.killDalish.title,Dalishman Slayer
lotr.achievement,lotr.achievement.killDalish.desc,Kill a Man of Dale
lotr.achievement,lotr.achievement.tradeDaleCaptain.title,Dalishmen at Arms
lotr.achievement,lotr.achievement.tradeDaleCaptain.desc,Hire a unit from a Dalish Captain
lotr.achievement,lotr.achievement.tradeDaleBlacksmith.title,Forges of the North
lotr.achievement,lotr.achievement.tradeDaleBlacksmith.desc,Trade with a Dalish Blacksmith
lotr.achievement,lotr.achievement.tradeDaleBaker.title,Freshly Baked
lotr.achievement,lotr.achievement.tradeDaleBaker.desc,Trade with a Dalish Baker
lotr.achievement,lotr.achievement.tradeDaleMerchant.title,Gifts of Dale
lotr.achievement,lotr.achievement.tradeDaleMerchant.desc,Trade with a Dalish Merchant
lotr.achievement,lotr.achievement.enterErebor.title,The Lonely Mountain
lotr.achievement,lotr.achievement.enterErebor.desc,Enter the lands around Erebor
lotr.achievement,lotr.achievement.openDaleCracker.title,Surprise!
lotr.achievement,lotr.achievement.openDaleCracker.desc,Open a Dalish cracker
lotr.achievement,lotr.achievement.killDwarf.title,Dwarf Slayer
lotr.achievement,lotr.achievement.killDwarf.desc,Kill a Dwarf
lotr.achievement,lotr.achievement.wearFullDwarven.title,A Tight Fit
lotr.achievement,lotr.achievement.wearFullDwarven.desc,Equip a full suit of Dwarven armor
lotr.achievement,lotr.achievement.useDwarvenThrowingAxe.title,Baruk Khazâd!
lotr.achievement,lotr.achievement.useDwarvenThrowingAxe.desc,Kill a foe with a Dwarven Throwing Axe
lotr.achievement,lotr.achievement.useDwarvenTable.title,Dwarven Crafter
lotr.achievement,lotr.achievement.useDwarvenTable.desc,Craft an item on the Dwarven Crafting Table
lotr.achievement,lotr.achievement.tradeDwarfMiner.title,Delving Deep
lotr.achievement,lotr.achievement.tradeDwarfMiner.desc,Trade with a Dwarf Miner
lotr.achievement,lotr.achievement.tradeDwarfCommander.title,Khazâd ai-mênu!
lotr.achievement,lotr.achievement.tradeDwarfCommander.desc,Hire a unit from a Dwarf Commander
lotr.achievement,lotr.achievement.mineGlowstone.title,In Dark Places
lotr.achievement,lotr.achievement.mineGlowstone.desc,Mine some glowstone ore
lotr.achievement,lotr.achievement.smeltDwarfSteel.title,Dwarven Smith
lotr.achievement,lotr.achievement.smeltDwarfSteel.desc,Smelt an ingot of Dwarven Steel in the Dwarven Forge
lotr.achievement,lotr.achievement.drinkDwarvenTonic.title,Eyes of the Dwarves
lotr.achievement,lotr.achievement.drinkDwarvenTonic.desc,Drink a mug of Dwarven Tonic
lotr.achievement,lotr.achievement.craftMithrilDwarvenBrick.title,Ludicrously Wealthy
lotr.achievement,lotr.achievement.craftMithrilDwarvenBrick.desc,Use some spare mithril to decorate your Dwarven bricks
lotr.achievement,lotr.achievement.talkDwarfWoman.title,Spot the Difference
lotr.achievement,lotr.achievement.talkDwarfWoman.desc,Speak with a female dwarf
lotr.achievement,lotr.achievement.enterIronHills.desc,Enter the Iron Hills
lotr.achievement,lotr.achievement.useDwarvenDoor.title,Mellon!
lotr.achievement,lotr.achievement.useDwarvenDoor.desc,Open a Dwarven Door
lotr.achievement,lotr.achievement.marryDwarf.title,The Reluctant Union
lotr.achievement,lotr.achievement.marryDwarf.desc,Perform a Dwarf marriage among Durin's Folk
lotr.achievement,lotr.achievement.doMiniquestDwarf.title,Kin of Durin
lotr.achievement,lotr.achievement.doMiniquestDwarf.desc,Complete a Durin's Folk mini-quest
lotr.achievement,lotr.achievement.tradeIronHillsMerchant.title,Dwarven Treasures
lotr.achievement,lotr.achievement.tradeIronHillsMerchant.desc,Trade with a merchant of the Iron Hills
lotr.achievement,lotr.achievement.tradeDwarfSmith.title,At Durin's Anvil
lotr.achievement,lotr.achievement.tradeDwarfSmith.desc,Trade with a Dwarven Smith
lotr.achievement,lotr.achievement.killElf.title,Elf Slayer
lotr.achievement,lotr.achievement.killElf.desc,Kill a Galadhrim elf
lotr.achievement,lotr.achievement.useElvenPortal.title,Traveller
lotr.achievement,lotr.achievement.useElvenPortal.desc,Enter an Elven Portal
lotr.achievement,lotr.achievement.wearFullElven.title,Golden Wood Warrior
lotr.achievement,lotr.achievement.wearFullElven.desc,Equip a full suit of Galadhrim armor
lotr.achievement,lotr.achievement.useElvenTable.title,Elven Crafter
lotr.achievement,lotr.achievement.useElvenTable.desc,Craft an item on the Galadhrim Crafting Table
lotr.achievement,lotr.achievement.tradeElfLord.title,Lórien's Finest
lotr.achievement,lotr.achievement.tradeElfLord.desc,Hire a unit from a Galadhrim Lord
lotr.achievement,lotr.achievement.mineQuendite.title,Glittering Depths
lotr.achievement,lotr.achievement.mineQuendite.desc,Mine a crystal of Edhelvir
lotr.achievement,lotr.achievement.takeMallornWood.title,I Want That Wood!
lotr.achievement,lotr.achievement.takeMallornWood.desc,Cut down a Mallorn tree and defend your right to do so
lotr.achievement,lotr.achievement.enterLothlorien.title,The Golden Wood
lotr.achievement,lotr.achievement.enterLothlorien.desc,Enter the woods of Lothlórien
lotr.achievement,lotr.achievement.tradeElvenTrader.title,Gifts from Afar
lotr.achievement,lotr.achievement.tradeElvenTrader.desc,Trade with a Galadhrim Wanderer
lotr.achievement,lotr.achievement.doMiniquestGaladhrim.title,Friend of the Lady
lotr.achievement,lotr.achievement.doMiniquestGaladhrim.desc,Complete a Galadhrim mini-quest
lotr.achievement,lotr.achievement.tradeGaladhrimSmith.title,At the Golden Forge
lotr.achievement,lotr.achievement.tradeGaladhrimSmith.desc,Buy an item from a Galadhrim Smith
lotr.achievement,lotr.achievement.wearFullHithlain.title,Grey Wanderer
lotr.achievement,lotr.achievement.wearFullHithlain.desc,Equip a full Galadhrim hithlain cloak
lotr.achievement,lotr.achievement.killEnt.title,Enemy of the Forest
lotr.achievement,lotr.achievement.killEnt.desc,Kill an Ent
lotr.achievement,lotr.achievement.drinkEntDraught.title,Invigoration
lotr.achievement,lotr.achievement.drinkEntDraught.desc,Drink an Ent-draught from a bowl
lotr.achievement,lotr.achievement.killHuorn.title,Lumberjack
lotr.achievement,lotr.achievement.killHuorn.desc,Kill a Huorn
lotr.achievement,lotr.achievement.talkEnt.title,The Trees Have Voices
lotr.achievement,lotr.achievement.talkEnt.desc,Speak with an Ent
lotr.achievement,lotr.achievement.enterFangorn.title,Lower Your Axe
lotr.achievement,lotr.achievement.enterFangorn.desc,Enter Fangorn Forest
lotr.achievement,lotr.achievement.summonHuorn.title,From Little Acorns
lotr.achievement,lotr.achievement.summonHuorn.desc,Summon a Huorn to fight by your side
lotr.achievement,lotr.achievement.killMallornEnt.title,Wrath of the Forest
lotr.achievement,lotr.achievement.killMallornEnt.desc,Defeat the Mallorn Ent
lotr.achievement,lotr.achievement.raidUrukCamp.title,Camp Raider
lotr.achievement,lotr.achievement.raidUrukCamp.desc,Slay an Uruk near his camp
lotr.achievement,lotr.achievement.useUrukTable.title,Uruk Crafter
lotr.achievement,lotr.achievement.useUrukTable.desc,Craft an item on the Uruk Crafting Table
lotr.achievement,lotr.achievement.tradeUrukTrader.title,Shady Deal
lotr.achievement,lotr.achievement.tradeUrukTrader.desc,Trade with an Uruk Trader
lotr.achievement,lotr.achievement.tradeUrukCaptain.title,Pillaging Time
lotr.achievement,lotr.achievement.tradeUrukCaptain.desc,Hire a unit from an Uruk Chieftain
lotr.achievement,lotr.achievement.useRohirricTable.title,Rohirric Crafter
lotr.achievement,lotr.achievement.useRohirricTable.desc,Craft an item on the Rohirric Crafting Table
lotr.achievement,lotr.achievement.smeltUrukSteel.title,Uruk Smith
lotr.achievement,lotr.achievement.smeltUrukSteel.desc,Smelt an ingot of Uruk Steel in the Orc Forge
lotr.achievement,lotr.achievement.wearFullUruk.title,The Feared
lotr.achievement,lotr.achievement.wearFullUruk.desc,Equip a full suit of Uruk armor
lotr.achievement,lotr.achievement.hireWargBombardier.title,Out with a Bang
lotr.achievement,lotr.achievement.hireWargBombardier.desc,Kill a foe with a hired Warg Bombardier
lotr.achievement,lotr.achievement.killRohirrim.title,Rohirrim Slayer
lotr.achievement,lotr.achievement.killRohirrim.desc,Kill one of the Rohirrim
lotr.achievement,lotr.achievement.tradeRohirrimMarshal.title,Forth Eorlingas!
lotr.achievement,lotr.achievement.tradeRohirrimMarshal.desc,Hire a unit from a Marshal of the Rohirrim
lotr.achievement,lotr.achievement.wearFullRohirric.desc,Equip a full suit of Rohirric armor
lotr.achievement,lotr.achievement.tradeRohanBlacksmith.title,Hammer and Chain
lotr.achievement,lotr.achievement.tradeRohanBlacksmith.desc,Trade with a Rohirrim Blacksmith
lotr.achievement,lotr.achievement.buyRohanMead.title,Need for Mead
lotr.achievement,lotr.achievement.buyRohanMead.desc,Buy mead from a Rohirrim Meadhost
lotr.achievement,lotr.achievement.enterRohan.title,Home of the Horse-lords
lotr.achievement,lotr.achievement.enterRohan.desc,Enter the land of Rohan
lotr.achievement,lotr.achievement.enterRohanUrukHighlands.title,Place of Devastation
lotr.achievement,lotr.achievement.enterRohanUrukHighlands.desc,Enter the Uruk Highlands
lotr.achievement,lotr.achievement.doMiniquestRohan.title,Friend of the Mark
lotr.achievement,lotr.achievement.doMiniquestRohan.desc,Complete a Rohan mini-quest
lotr.achievement,lotr.achievement.doMiniquestIsengard.title,Fell Deeds Awake
lotr.achievement,lotr.achievement.doMiniquestIsengard.desc,Complete an Isengard mini-quest
lotr.achievement,lotr.achievement.killUrukHai.title,Uruk Slayer
lotr.achievement,lotr.achievement.killUrukHai.desc,Kill an Uruk
lotr.achievement,lotr.achievement.enterEntwashMouth.title,Last Marsh of the Ents
lotr.achievement,lotr.achievement.enterEntwashMouth.desc,Enter the mouths of the Entwash
lotr.achievement,lotr.achievement.wearFullRohirricMarshal.title,Marshal of Rohan
lotr.achievement,lotr.achievement.wearFullRohirricMarshal.desc,Equip a full suit of Rohirric marshal armor
lotr.achievement,lotr.achievement.killIsengardSnaga.title,Snaga Slayer
lotr.achievement,lotr.achievement.killIsengardSnaga.desc,Kill an Isengard Snaga
lotr.achievement,lotr.achievement.doMiniquestRohanShieldmaiden.title,No Living Man am I!
lotr.achievement,lotr.achievement.doMiniquestRohanShieldmaiden.desc,Earn the service of a Shieldmaiden of Rohan
lotr.achievement,lotr.achievement.tradeRohanFarmer.title,Horse Feed
lotr.achievement,lotr.achievement.tradeRohanFarmer.desc,Trade with a Rohirrim Farmer
lotr.achievement,lotr.achievement.hireRohanFarmer.title,Muster of the Fields
lotr.achievement,lotr.achievement.hireRohanFarmer.desc,Hire a farmhand from a Rohirrim Farmer
lotr.achievement,lotr.achievement.tradeRohanMarketTrader.title,Markets of the Mark
lotr.achievement,lotr.achievement.tradeRohanMarketTrader.desc,Trade with a stallkeeper in a Rohan Market
lotr.achievement,lotr.achievement.tradeRohanStablemaster.title,Master of Horses
lotr.achievement,lotr.achievement.tradeRohanStablemaster.desc,Trade with a Rohirrim Stablemaster
lotr.achievement,lotr.achievement.enterAdornland.title,The People of Wulf
lotr.achievement,lotr.achievement.enterAdornland.desc,Enter the Dunlending-occupied region of Adornland
lotr.achievement,lotr.achievement.killGondorian.title,Gondorian Slayer
lotr.achievement,lotr.achievement.killGondorian.desc,Kill a Man of Gondor
lotr.achievement,lotr.achievement.lightGondorBeacon.title,The Beacons are Lit!
lotr.achievement,lotr.achievement.lightGondorBeacon.desc,Light a Beacon of Gondor
lotr.achievement,lotr.achievement.useGondorianTable.title,Gondorian Crafter
lotr.achievement,lotr.achievement.useGondorianTable.desc,Craft an item on the Gondorian Crafting Table
lotr.achievement,lotr.achievement.tradeGondorBlacksmith.title,Blacksmith's Apprentice
lotr.achievement,lotr.achievement.tradeGondorBlacksmith.desc,Trade with a Gondor Blacksmith
lotr.achievement,lotr.achievement.tradeGondorianCaptain.title,Knights of Gondor
lotr.achievement,lotr.achievement.tradeGondorianCaptain.desc,Hire a unit from a Gondorian Captain
lotr.achievement,lotr.achievement.wearFullGondorian.title,For Gondor!
lotr.achievement,lotr.achievement.wearFullGondorian.desc,Equip a full suit of Gondorian armor
lotr.achievement,lotr.achievement.killRangerIthilien.title,Ranger Slayer
lotr.achievement,lotr.achievement.killRangerIthilien.desc,Kill a Ranger of Ithilien
lotr.achievement,lotr.achievement.enterGondor.title,The Kingdom of Men
lotr.achievement,lotr.achievement.enterGondor.desc,Enter the land of Gondor
lotr.achievement,lotr.achievement.enterIthilien.title,Land of the Moon
lotr.achievement,lotr.achievement.enterIthilien.desc,Enter the province of Ithilien
